page,subject,pathway,tier,block,rule,severity,evidence
chemistry/energy-changes/bond-energy-calculations,chemistry,combined,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/energy-changes/bond-energy-calculations,chemistry,combined,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/energy-changes/bond-energy-calculations,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""ΔH = energy IN (breaking) MINUS energy OUT (forming)."""
chemistry/energy-changes/bond-energy-calculations,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/amounts-in-equations,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/amounts-in-equations,chemistry,combined,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/amounts-in-equations,chemistry,combined,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/amounts-in-equations,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Always use the MOLAR RATIO from the balanced equation when converting between moles of dif"""
chemistry/quantitative/amounts-in-equations,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/atom-economy,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/atom-economy,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/atom-economy,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/atom-economy,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Atom economy uses the relative formula masses of the PRODUCTS (from the equation) — not th"""
chemistry/quantitative/atom-economy,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/moles,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/moles,chemistry,combined,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/moles,chemistry,combined,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/moles,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Make sure mass is in GRAMS before dividing by Mr."""
chemistry/quantitative/moles,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/percentage-yield,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/percentage-yield,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/percentage-yield,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/percentage-yield,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The theoretical yield must be calculated from the balanced equation — not just assumed."""
chemistry/quantitative/percentage-yield,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/using-moles-calculations,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/using-moles-calculations,chemistry,combined,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/using-moles-calculations,chemistry,combined,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/using-moles-calculations,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The LIMITING REACTANT is the one that runs out — not the one in smaller quantity."""
chemistry/quantitative/using-moles-calculations,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/haber-process,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/haber-process,chemistry,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/resources/haber-process,chemistry,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/resources/haber-process,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The catalyst does NOT change the equilibrium yield — it only speeds up how quickly equilib"""
chemistry/resources/haber-process,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/moments-levers-gears,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/moments-levers-gears,physics,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/moments-levers-gears,physics,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/moments-levers-gears,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Distance in moments must be the PERPENDICULAR distance from the line of action of the forc"""
physics/forces/moments-levers-gears,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/momentum,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/momentum,physics,combined,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/momentum,physics,combined,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/momentum,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Momentum is a VECTOR — direction matters."""
physics/forces/momentum,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/pressure-in-a-fluid,physics,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/pressure-in-a-fluid,physics,triple,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/pressure-in-a-fluid,physics,triple,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/pressure-in-a-fluid,physics,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Pressure in a fluid acts in ALL DIRECTIONS — not just downwards."""
physics/forces/pressure-in-a-fluid,physics,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/magnetism/flemings-left-hand-rule,physics,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/magnetism/flemings-left-hand-rule,physics,combined,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/magnetism/flemings-left-hand-rule,physics,combined,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/magnetism/flemings-left-hand-rule,physics,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Fleming's LEFT-hand rule is for MOTORS (force on current in a field)."""
physics/magnetism/flemings-left-hand-rule,physics,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
biology/homeostasis/blood-glucose-diabetes,biology,combined,foundation,quiz,1-count,critical,3 questions — below absolute floor of 5
biology/homeostasis/blood-glucose-diabetes,biology,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
biology/homeostasis/blood-glucose-diabetes,biology,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
biology/homeostasis/blood-glucose-diabetes,biology,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""INSULIN lowers blood glucose by promoting GLYCOGEN STORAGE (glucose → glycogen)."""
biology/homeostasis/blood-glucose-diabetes,biology,combined,foundation,quiz,1-register,minor,0/3 stems use an AQA command word (AI review)
biology/inheritance/genetic-inheritance,biology,combined,foundation,quiz,1-count,critical,3 questions — below absolute floor of 5
biology/inheritance/genetic-inheritance,biology,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
biology/inheritance/genetic-inheritance,biology,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
biology/inheritance/genetic-inheritance,biology,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""A CARRIER (Bb) has the recessive allele but does NOT show the condition — they appear comp"""
biology/inheritance/genetic-inheritance,biology,combined,foundation,quiz,1-register,minor,0/3 stems use an AQA command word (AI review)
biology/inheritance/inherited-disorders,biology,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
biology/inheritance/inherited-disorders,biology,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
biology/inheritance/inherited-disorders,biology,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
biology/inheritance/inherited-disorders,biology,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Cystic fibrosis is RECESSIVE — both parents can be unaffected carriers."""
biology/inheritance/inherited-disorders,biology,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/analysis/chromatography,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/analysis/chromatography,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/analysis/chromatography,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/analysis/chromatography,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Rf values are ALWAYS between 0 and 1."""
chemistry/analysis/chromatography,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/atomic-structure/mixtures,chemistry,combined,foundation,quiz,1-count,critical,3 questions — below absolute floor of 5
chemistry/atomic-structure/mixtures,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/atomic-structure/mixtures,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/atomic-structure/mixtures,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Filtration only removes INSOLUBLE solids."""
chemistry/atomic-structure/mixtures,chemistry,combined,foundation,quiz,1-register,minor,0/3 stems use an AQA command word (AI review)
chemistry/atomic-structure/relative-atomic-mass,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/atomic-structure/relative-atomic-mass,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/atomic-structure/relative-atomic-mass,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/atomic-structure/relative-atomic-mass,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Ar is a WEIGHTED average — not a simple average."""
chemistry/atomic-structure/relative-atomic-mass,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/energy-changes/exothermic-endothermic,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/energy-changes/exothermic-endothermic,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/energy-changes/exothermic-endothermic,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/energy-changes/exothermic-endothermic,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""EXOTHERMIC reactions make the surroundings HOTTER (temperature rises)."""
chemistry/energy-changes/exothermic-endothermic,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/chemical-measurements,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/chemical-measurements,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/chemical-measurements,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/chemical-measurements,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Read the volume from the BOTTOM of the meniscus — not the top."""
chemistry/quantitative/chemical-measurements,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/concentration-of-solutions,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/concentration-of-solutions,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/concentration-of-solutions,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/concentration-of-solutions,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Volume MUST be in dm³ when using the concentration formula."""
chemistry/quantitative/concentration-of-solutions,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/mass-changes-reactions,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/mass-changes-reactions,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/mass-changes-reactions,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/mass-changes-reactions,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""When a metal burns in air, the solid GAINS mass (oxygen is added from the air to form the """
chemistry/quantitative/mass-changes-reactions,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/quantitative/relative-formula-mass,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/quantitative/relative-formula-mass,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/quantitative/relative-formula-mass,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/quantitative/relative-formula-mass,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""When a formula has BRACKETS with a subscript, MULTIPLY all atoms inside the bracket by the"""
chemistry/quantitative/relative-formula-mass,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/calculating-rates,chemistry,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/calculating-rates,chemistry,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
chemistry/rates-equilibrium/calculating-rates,chemistry,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
chemistry/rates-equilibrium/calculating-rates,chemistry,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The rate DECREASES over time in a closed system as REACTANTS ARE USED UP — fewer reactant """
chemistry/rates-equilibrium/calculating-rates,chemistry,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/half-lives,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/half-lives,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/atomic-structure/half-lives,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/atomic-structure/half-lives,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""After each half-life, the activity halves AGAIN from its current value — not from the orig"""
physics/atomic-structure/half-lives,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/mass-number-isotopes,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/mass-number-isotopes,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/atomic-structure/mass-number-isotopes,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/atomic-structure/mass-number-isotopes,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Mass number is protons + NEUTRONS — not protons alone."""
physics/atomic-structure/mass-number-isotopes,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/atomic-structure/nuclear-equations,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/atomic-structure/nuclear-equations,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/atomic-structure/nuclear-equations,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/atomic-structure/nuclear-equations,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In beta decay, the MASS NUMBER stays the same — a neutron turns into a proton plus an elec"""
physics/atomic-structure/nuclear-equations,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/current-resistance-pd,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/current-resistance-pd,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/current-resistance-pd,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/current-resistance-pd,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""R = V ÷ I, NOT V × I."""
physics/electricity/current-resistance-pd,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/direct-alternating-pd,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/direct-alternating-pd,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/direct-alternating-pd,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/direct-alternating-pd,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""UK mains is 50 Hz — not 60 Hz (USA)."""
physics/electricity/direct-alternating-pd,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/electrical-charge-current,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/electrical-charge-current,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/electrical-charge-current,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/electrical-charge-current,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Time must be in SECONDS when using Q = It."""
physics/electricity/electrical-charge-current,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/energy-transfers-appliances,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/energy-transfers-appliances,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/energy-transfers-appliances,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/energy-transfers-appliances,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""For E = Pt in joules, time must be in SECONDS."""
physics/electricity/energy-transfers-appliances,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/national-grid,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/national-grid,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/national-grid,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/national-grid,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Transformers only work with AC — DC produces no output."""
physics/electricity/national-grid,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/power-electricity,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/power-electricity,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/power-electricity,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/power-electricity,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In P = I²R, CURRENT is squared, not resistance."""
physics/electricity/power-electricity,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/electricity/series-parallel-circuits,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/electricity/series-parallel-circuits,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/electricity/series-parallel-circuits,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/electricity/series-parallel-circuits,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In PARALLEL, total resistance is LESS than any individual resistance — more branches = mor"""
physics/electricity/series-parallel-circuits,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/energy/changes-in-energy,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/energy/changes-in-energy,physics,combined,foundation,fifa,2-example-count,major,2 worked example(s) — minimum 3
physics/energy/changes-in-energy,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/energy/changes-in-energy,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In Ek = ½mv², SQUARE THE SPEED FIRST before multiplying."""
physics/energy/changes-in-energy,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/energy/efficiency,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/energy/efficiency,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/energy/efficiency,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/energy/efficiency,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Efficiency = useful output ÷ TOTAL INPUT — not useful ÷ wasted."""
physics/energy/efficiency,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/energy/energy-changes-in-systems,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/energy/energy-changes-in-systems,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/energy/energy-changes-in-systems,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/energy/energy-changes-in-systems,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Temperature change (Δθ) is final temperature MINUS initial temperature — not the final tem"""
physics/energy/energy-changes-in-systems,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/acceleration,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/acceleration,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/acceleration,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/acceleration,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Gradient of a v–t graph = ACCELERATION (not distance or speed)."""
physics/forces/acceleration,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/distance-speed-velocity,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/distance-speed-velocity,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/distance-speed-velocity,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/distance-speed-velocity,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Speed is scalar (magnitude only)."""
physics/forces/distance-speed-velocity,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/distance-time-graphs,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/distance-time-graphs,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/distance-time-graphs,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/distance-time-graphs,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""A FLAT (horizontal) section means the object is STATIONARY — not moving at constant speed."""
physics/forces/distance-time-graphs,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/forces-elasticity,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/forces-elasticity,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/forces-elasticity,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/forces-elasticity,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Extension (e) is NOT the total length of the spring — it is the INCREASE in length from th"""
physics/forces/forces-elasticity,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/gravity,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/gravity,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/gravity,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/gravity,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Mass and weight are DIFFERENT things."""
physics/forces/gravity,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/newtons-laws,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/newtons-laws,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/newtons-laws,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/newtons-laws,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Newton's Third Law pairs act on DIFFERENT objects — they cannot cancel."""
physics/forces/newtons-laws,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/stopping-distance-braking,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/stopping-distance-braking,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/stopping-distance-braking,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/stopping-distance-braking,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Braking distance ∝ v² — doubling speed QUADRUPLES braking distance (not doubles)."""
physics/forces/stopping-distance-braking,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/work-done-energy-transfer,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/work-done-energy-transfer,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/work-done-energy-transfer,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
